name,cpf,birthDate,motherName,cnpj,genre,createdAt
Luana Siqueira,471.586.320-08,1983-05-26T00:45:40.103976,Luara Nunes,,Feminino,2025-08-01T21:31:17.111396
Hellena Mendes,871.654.029-85,1986-12-24T19:35:05.072618,Ana Beatriz Barbosa,,Feminino,2024-11-29T13:16:11.449469
Théo Almeida,914.578.062-58,1982-06-10T23:33:30.071107,Eduarda Cavalcante,,Masculino,2024-11-08T06:10:52.245660
Arthur Vieira,123.857.469-64,2005-06-23T13:02:53.483299,Emilly da Paz,,Masculino,2023-12-15T21:40:41.902808
Nicolas da Rocha,180.236.947-31,1980-07-30T15:57:18.007943,Nina Fonseca,,Desconhecido,2024-10-15T15:13:47.908369
Caroline da Luz,506.793.418-20,2003-05-07T11:31:44.752888,Cecília Vasconcelos,,Feminino,2024-09-10T10:47:55.024058
Bruno Pacheco,062.537.891-12,1946-03-27T10:07:14.163062,Clarice Barbosa,,Desconhecido,2024-12-14T10:29:54.452723
Allana Cavalcante,890.346.127-40,2000-12-18T05:49:51.684790,Larissa Ribeiro,,Desconhecido,2024-06-20T13:38:29.374393
Maria Helena Melo,583.206.974-92,1959-01-17T19:22:44.132648,Sofia Cardoso,,Desconhecido,2024-07-21T16:54:44.110389
Carolina Dias,073.415.289-23,1994-08-29T07:35:00.556759,Heloisa Rocha,,Desconhecido,2025-08-13T00:26:23.717175
Emanuel Viana,380.762.951-30,1951-08-01T01:27:35.986173,Zoe Costa,,Masculino,2024-11-20T02:17:21.735348
Alexia da Conceição,367.410.589-66,1947-12-07T15:49:25.188986,Daniela Pastor,,Feminino,2025-08-31T20:09:32.218512
Nicole da Mota,178.603.529-40,1975-07-06T02:03:11.606030,Ana Liz Costa,,Desconhecido,2025-03-19T05:08:59.549477
Mariane Correia,578.140.369-84,1947-05-23T13:11:55.655109,Mariana Ramos,,Feminino,2025-02-09T15:34:06.196802
Leandro Leão,629.105.347-07,1970-04-27T03:29:30.115129,Lívia Cirino,,Masculino,2025-06-12T02:56:19.629926
Elisa Moura,160.983.547-66,1978-11-09T09:51:33.053210,Lavínia Pinto,,Desconhecido,2024-05-16T14:41:17.733610
Otto Alves,810.732.549-41,1986-04-23T18:37:50.388034,Aurora da Costa,,Desconhecido,2025-05-05T03:12:56.392494
Isabel Cunha,642.378.591-00,1950-03-21T13:45:47.924392,Ana Júlia Castro,,Feminino,2024-12-14T02:48:33.536659
Carolina Barros,879.652.034-56,2002-02-08T08:10:42.786874,Ana Beatriz Ribeiro,,Feminino,2024-05-23T08:14:17.073815
Gustavo Viana,629.508.347-10,1950-07-16T05:44:38.891916,Letícia Fernandes,,Masculino,2025-04-22T00:58:27.000389
João Miguel Oliveira,932.164.708-22,1954-10-18T01:54:07.894098,Clara Mendonça,,Desconhecido,2024-09-25T21:20:06.352062
Heloisa Azevedo,136.204.579-99,1992-12-09T00:34:44.061741,Milena Dias,,Desconhecido,2025-07-05T02:50:17.942154
Nathan Camargo,832.609.174-03,1966-12-09T01:36:55.105283,Raquel Siqueira,,Masculino,2025-10-09T01:10:47.048315
André Rezende,396.801.475-84,1991-05-06T04:21:32.476306,Marcela Almeida,,Desconhecido,2024-05-09T16:00:18.566986
João Lucas Ribeiro,842.930.671-40,1950-04-27T09:02:11.340140,Clarice Borges,,Masculino,2025-02-21T20:56:36.201017
Ana Lívia Albuquerque,528.369.170-59,2003-12-23T15:09:10.493004,Ayla Pereira,,Feminino,2024-02-06T19:17:13.305334
Mirella Gomes,874.153.069-10,1992-09-20T21:23:52.127552,Isabella Cavalcanti,,Feminino,2025-06-07T02:32:04.909909
Cauã Melo,826.357.910-40,1976-02-05T13:51:11.748204,Sabrina Cunha,,Desconhecido,2024-06-26T23:23:17.479809
Luiz Felipe Martins,915.632.740-43,1947-01-10T04:48:21.085699,Luara Peixoto,,Masculino,2023-12-07T20:49:58.590358
Marcos Vinicius Novaes,097.468.312-40,1974-05-19T18:31:52.536802,Maria Luísa Barros,,Desconhecido,2024-03-16T09:46:26.535564
Rodrigo Cavalcanti,087.956.413-00,1971-06-30T22:22:13.318630,Maria Helena Sampaio,,Desconhecido,2024-10-21T02:55:52.566475
Isaque Rios,459.608.217-02,1989-02-01T12:23:55.672548,Maria Abreu,,Masculino,2023-11-23T20:54:39.845294
Gustavo Ribeiro,670.249.851-94,1956-01-27T08:29:45.359238,Raquel Dias,,Desconhecido,2024-05-11T23:38:20.747132
Sophie Vieira,243.075.896-29,1997-07-24T00:03:15.556590,Emanuella Sousa,,Desconhecido,2024-05-17T20:43:32.642521
Aylla Souza,029.715.648-94,1957-08-22T04:12:40.688235,Rafaela Campos,,Feminino,2024-11-05T04:35:40.722889
Noah Ribeiro,953.027.681-86,2004-07-21T10:40:45.793820,Maria Cirino,,Masculino,2024-01-14T04:05:08.554704
Juan Barros,458.267.310-44,1960-07-10T16:40:45.008649,Ana Sales,,Masculino,2024-07-10T06:11:21.635909
Augusto Novais,821.063.574-35,1963-05-03T15:45:20.708670,Melina Lima,,Desconhecido,2025-08-22T12:12:45.114400
Maria Sophia Rocha,827.315.460-26,1947-09-18T21:51:56.143582,Isis Fernandes,,Feminino,2024-12-17T18:09:50.250252
Enrico da Mata,860.351.249-33,1971-09-19T04:00:55.615389,Brenda Pires,,Desconhecido,2024-09-03T12:23:05.271866
Brenda Araújo,258.641.370-90,1966-12-13T13:53:21.249717,Luísa Aragão,,Desconhecido,2024-01-06T00:28:22.163845
Gabriela Dias,082.613.754-71,1980-04-13T11:15:54.507507,Nicole Melo,,Desconhecido,2025-04-04T10:55:00.278299
Luiz Gustavo das Neves,473.892.615-28,1984-03-26T12:35:25.449460,Mariane Castro,,Masculino,2024-01-10T11:12:21.172283
Diogo Azevedo,347.915.806-48,1960-06-16T22:09:33.086281,Maria Júlia Andrade,,Desconhecido,2023-12-13T11:29:02.902848
Luigi Silveira,056.247.318-17,1998-12-29T21:41:32.970942,Maria Laura Barros,,Masculino,2025-04-12T19:56:20.138518
Ester Pinto,506.748.932-47,2000-09-23T01:18:03.704839,Vitória Melo,,Feminino,2025-01-30T03:32:19.635024
Ísis Aparecida,097.215.436-16,1966-11-23T00:14:45.348122,Bárbara Pereira,,Feminino,2025-09-23T14:51:08.344998
Ana Luiza Albuquerque,421.805.739-79,1999-06-02T19:55:09.398637,Ana Vitória Castro,,Feminino,2023-12-01T06:44:38.544192
João Gabriel Pereira,854.623.179-64,2005-03-12T11:26:25.548454,Bruna Peixoto,,Masculino,2023-12-20T10:04:42.574958
Joaquim Silveira,703.596.412-61,1992-05-25T04:31:33.106985,Helena Fernandes,,Masculino,2024-06-07T10:41:02.948064
Henry Cavalcante,715.603.924-52,1962-09-04T05:51:06.835711,Ana Clara Pimenta,,Desconhecido,2024-01-24T00:43:12.981711
Gustavo Henrique Barbosa,925.860.134-33,1973-11-05T13:46:42.872352,Ana Liz Vasconcelos,,Masculino,2024-12-03T01:33:10.680879
Liam Novaes,895.260.471-76,1995-01-26T08:31:26.657638,Sabrina Casa Grande,,Masculino,2023-12-10T08:48:35.283723
Apollo Aragão,723.540.861-80,1993-09-20T09:42:47.712723,Brenda Correia,,Desconhecido,2024-11-16T22:11:23.367911
Luiz Fernando Moura,680.514.729-85,2001-01-29T10:47:40.202501,Luara Cavalcante,,Desconhecido,2023-12-03T21:32:40.562177
Luiza Martins,961.032.857-12,1969-08-31T04:50:26.564331,Alana Sales,,Feminino,2025-03-16T15:33:11.975433
Marina Silva,589.701.364-01,1991-05-14T17:40:37.922138,Pietra Rodrigues,,Feminino,2025-05-11T06:18:58.427951
Valentina da Cruz,120.569.784-58,1959-01-02T04:46:01.843190,Gabrielly Cardoso,,Desconhecido,2024-12-05T02:56:25.107548
Emanuelly da Cruz,329.870.561-68,1966-02-24T18:40:53.991150,Catarina Pacheco,,Desconhecido,2025-10-05T10:52:11.868711
Danilo Pinto,891.673.540-84,1980-10-26T14:23:01.406928,Alexia das Neves,,Masculino,2024-08-19T14:29:51.037323
Brenda Freitas,180.672.945-85,1982-06-05T21:15:10.731888,Camila Viana,,Feminino,2025-01-28T04:23:57.226620
Thomas Leão,708.423.615-53,1997-03-04T09:36:29.090975,Maria Cecília Alves,,Masculino,2025-01-23T01:40:54.068746
Gael Henrique Montenegro,982.375.406-38,2002-05-06T17:39:51.540521,Larissa Alves,,Masculino,2024-11-05T02:25:18.004814
Maria Cecília Montenegro,089.247.563-38,1966-04-25T22:46:51.004955,Eloah Moura,,Feminino,2025-09-02T09:55:32.496020
Oliver Mendes,035.427.169-52,1963-11-19T18:48:24.352851,Clarice Brito,,Masculino,2024-01-22T01:11:33.818120
Lucca Machado,710.465.982-01,2004-11-22T07:44:51.982801,Elisa Guerra,,Desconhecido,2025-01-10T07:46:03.254770
Dom da Costa,531.074.986-10,1959-09-09T19:20:18.832505,Maria Sophia Sá,,Masculino,2024-12-17T12:31:37.466963
Olivia Fonseca,814.097.325-41,1986-11-12T05:13:51.309072,Ester Marques,,Feminino,2025-08-03T01:18:54.930081
Ana Vitória Câmara,278.469.015-67,2003-06-28T06:23:50.113716,Camila Santos,,Feminino,2024-01-28T18:22:58.991371
Gabriel Ferreira,451.203.678-44,1946-12-21T10:41:36.148114,Raquel Caldeira,,Masculino,2024-10-13T15:21:09.971342
José Miguel Machado,219.458.076-01,1988-03-09T11:39:34.071451,Mariah Mendonça,,Desconhecido,2024-04-28T05:04:14.888294
Clarice Rezende,572.914.608-67,2003-11-08T18:38:26.081210,Maitê Abreu,,Feminino,2025-07-14T17:41:00.620239
Ana Cecília Cassiano,983.102.465-60,1962-10-27T03:01:19.509737,Jade Moura,,Feminino,2024-02-11T04:20:30.837721
Luana da Cruz,971.420.865-30,1997-02-15T11:01:15.724916,Ana Cecília Aparecida,,Desconhecido,2025-03-04T20:17:14.068856
Ágatha Garcia,016.842.735-44,2007-03-08T00:15:29.716268,Hadassa Pacheco,,Feminino,2023-12-28T14:36:55.339953
Maria Sophia Vasconcelos,612.359.704-34,1987-01-05T23:21:46.822473,Ana Liz Teixeira,,Feminino,2025-02-06T22:48:58.552032
Beatriz Gomes,059.726.184-94,1947-08-09T22:47:57.689941,Mariah Mendes,,Desconhecido,2025-05-15T16:52:46.688406
Gustavo Oliveira,104.236.978-03,2000-08-26T15:40:03.362457,Catarina Montenegro,,Masculino,2024-11-18T10:00:55.920267
Sabrina Sousa,715.463.982-28,1989-12-11T10:40:16.567984,Lavínia Lopes,,Feminino,2025-01-15T23:03:20.818273
Luiz Felipe da Mota,862.409.531-05,1983-07-26T08:41:27.781254,Milena Barbosa,,Masculino,2025-07-03T13:03:07.501734
Rafaela Casa Grande,768.302.451-17,2001-05-22T18:04:17.088153,Maria Helena Leão,,Feminino,2024-02-23T00:37:35.551291
Ana Caldeira,621.083.754-90,1978-03-29T07:48:28.556364,Mirella Castro,,Desconhecido,2024-10-13T02:43:24.583484
Pietra Silveira,790.165.248-94,2006-11-20T12:56:07.392359,Ana Júlia Moreira,,Feminino,2024-03-09T22:55:40.533842
Carlos Eduardo Mendonça,296.857.304-74,1955-04-09T00:04:38.366086,Catarina Carvalho,,Desconhecido,2025-01-26T08:40:30.068521
Rebeca Moreira,437.150.682-80,1967-10-01T00:02:17.716162,Maya Novaes,,Desconhecido,2024-06-13T12:19:20.363286
Rodrigo da Conceição,719.408.532-14,1956-07-16T12:53:55.512405,Ana Sophia Rezende,,Masculino,2024-03-22T05:00:58.664070
Eloá Siqueira,521.648.903-70,1959-12-07T04:45:24.363994,Laura da Conceição,,Feminino,2024-08-05T05:14:56.244261
Marcos Vinicius Rodrigues,041.963.257-34,1965-04-19T10:04:59.288632,Maria Luiza Gonçalves,,Masculino,2025-09-11T17:34:25.595500
João Vitor Santos,361.842.079-03,1957-10-19T17:09:03.141362,Luísa Gonçalves,,Desconhecido,2025-10-06T01:20:38.056835
Aylla Sales,239.476.081-87,1981-04-29T18:36:44.183023,Larissa Costa,,Feminino,2024-05-08T11:46:05.474413
Alexia Cavalcante,908.264.713-31,1954-09-10T00:44:15.067752,Bella Porto,,Feminino,2025-10-14T13:55:11.073148
Vicente Vasconcelos,940.517.263-80,1985-02-08T12:42:03.433918,Luna Cunha,,Masculino,2025-08-29T17:40:01.898055
Maria Sophia Rios,409.356.817-01,2005-06-22T09:27:06.233602,Luna Cavalcanti,,Feminino,2025-10-16T07:27:23.795433
Ísis Silveira,621.378.945-64,1972-02-20T18:22:34.208603,Melissa Melo,,Feminino,2025-04-07T17:55:29.861886
Dante Ferreira,415.692.038-06,1959-08-16T09:26:09.248420,Lorena Machado,,Desconhecido,2025-03-05T06:59:58.650400
Valentim Nogueira,135.209.486-05,1957-12-21T09:33:15.431924,Yasmin Rezende,,Masculino,2025-03-08T20:48:23.474676
Luna Pimenta,158.793.624-00,1995-09-29T00:59:56.179519,Ana Clara Gonçalves,,Feminino,2025-05-10T18:37:18.317015
Bella Campos,738.126.504-44,1961-05-17T15:21:06.812602,Lara Araújo,,Desconhecido,2025-01-21T09:31:46.938267
Carlos Eduardo Moura,032.945.187-14,1991-10-16T11:26:09.911110,Bella Garcia,,Masculino,2025-04-18T14:52:38.366761
Marina Vargas,594.721.086-01,1960-01-09T02:59:12.610142,Nina Araújo,,Feminino,2024-12-30T12:53:08.671945
Gabriela Camargo,584.617.392-64,1982-02-18T06:03:27.455179,Aylla Jesus,,Feminino,2025-07-14T20:55:16.855428
Anthony Gabriel Andrade,403.587.691-75,1993-07-18T14:33:18.112991,Gabrielly Macedo,,Masculino,2025-06-30T08:19:53.847830
Diego Campos,745.913.082-60,1967-05-19T15:18:21.601667,Luara Monteiro,,Desconhecido,2025-10-12T00:36:31.547499
Matteo Rezende,821.507.634-35,2001-04-23T06:20:48.279277,Ana Vitória Gomes,,Masculino,2024-05-02T07:06:43.875282
Yan Souza,610.472.539-25,1974-05-03T11:58:06.941763,Fernanda Jesus,,Masculino,2024-07-27T11:25:06.772994
Zoe Novais,580.629.743-83,1978-03-15T11:38:43.926820,Stephany Vargas,,Desconhecido,2024-12-31T05:35:27.363906
Stephany Nascimento,496.128.537-46,2001-01-29T06:56:08.992113,Clara da Cunha,,Feminino,2024-06-05T21:50:49.998655
Samuel das Neves,469.253.108-89,1981-02-08T20:11:22.679927,Gabriela Correia,,Desconhecido,2025-07-05T05:59:02.095526
Melina Caldeira,715.809.364-66,1983-05-24T23:06:02.180265,Maria Júlia da Rocha,,Desconhecido,2025-09-25T10:29:12.416340
Maria Liz Almeida,849.601.235-24,1952-06-28T16:46:35.593723,Maria Luiza Martins,,Feminino,2025-06-30T05:38:54.552283
Olivia Caldeira,415.982.607-58,1988-01-15T04:23:43.855798,Maria Fernanda Garcia,,Feminino,2024-09-03T20:43:00.112987
Bárbara Abreu,704.835.291-41,1995-06-14T19:49:54.248961,Cecilia Sampaio,,Feminino,2025-04-19T07:51:05.009371
Matteo Nascimento,849.271.305-41,1948-09-16T02:58:09.326014,Ayla Jesus,,Masculino,2024-10-04T22:27:32.834097
Marcos Vinicius Mendonça,218.763.950-95,1994-02-27T09:21:24.125410,Sabrina da Luz,,Desconhecido,2025-02-19T21:24:10.036022
Antônio Montenegro,342.768.105-07,1989-06-05T14:20:57.856235,Ana Clara da Paz,,Masculino,2024-02-14T12:17:56.382755
Luigi da Mata,826.731.540-35,2004-06-10T21:32:45.697191,Nicole Monteiro,,Masculino,2025-06-18T04:04:45.948081
Ana Julia Santos,105.476.382-80,1978-06-24T13:52:13.610780,Isadora Souza,,Feminino,2025-09-03T22:38:20.994772
Enzo Gabriel Novaes,659.201.847-01,1971-01-01T21:41:07.829791,Sophie Cassiano,,Masculino,2023-12-23T15:21:10.050819
Lucca Leão,304.678.592-56,1981-08-10T01:43:03.154881,Sofia Rodrigues,,Masculino,2024-05-08T01:53:18.171579
Daniel Santos,142.638.079-87,1996-03-22T19:54:54.196980,Ana Sophia Monteiro,,Masculino,2024-08-11T04:35:46.737738
Davi Costela,654.872.130-62,1976-10-28T22:59:54.340684,Fernanda Souza,,Masculino,2025-09-15T14:19:40.617398
Manuella Mendes,467.520.198-94,2007-09-25T05:04:39.707442,Maya Melo,,Desconhecido,2025-02-13T07:23:50.013188
Davi Lucas Pacheco,023.495.617-80,2005-06-21T12:24:12.985392,Bianca da Rocha,,Masculino,2024-06-13T23:55:04.767757
Guilherme Araújo,237.684.510-62,1995-07-17T21:37:18.326295,Mariane Mendes,,Masculino,2024-09-12T20:46:51.622527
Sara Moreira,062.357.819-03,1996-01-13T13:42:18.847822,Ágatha Sá,,Feminino,2024-12-25T14:16:49.369329
Davi Luiz Siqueira,798.035.412-50,1995-06-21T07:03:11.824286,Isabella Moraes,,Desconhecido,2024-12-16T07:55:07.036107
Calebe Santos,791.328.654-73,1956-10-18T17:21:54.933570,Ana Júlia Casa Grande,,Masculino,2024-09-18T23:05:40.694306
José Miguel Araújo,039.546.781-01,1957-06-13T23:17:23.314514,Rafaela Alves,,Masculino,2025-06-20T21:57:30.660246
Isaac Pinto,854.927.610-30,2004-05-12T18:01:16.718825,Maria Sophia Cirino,,Masculino,2024-01-25T17:15:55.964946
Ana Luiza Nogueira,396.541.820-33,1957-04-29T13:55:10.432468,Maria Vitória Cirino,,Feminino,2023-12-05T18:42:36.515295
Allana Freitas,528.634.701-08,1977-02-11T21:52:06.898823,Lunna Abreu,,Feminino,2025-01-03T10:22:04.701509
Maria Leão,091.846.325-42,1999-04-17T13:14:27.406017,Sophie Cardoso,,Desconhecido,2025-03-22T15:41:57.938302
Clarice Campos,962.873.401-69,2002-12-14T20:24:17.126755,Sara Souza,,Desconhecido,2025-07-17T22:45:47.993401
Luiza Barros,436.827.019-31,1988-07-31T10:51:46.677893,Maria Leão,,Feminino,2023-11-15T08:23:53.185965
Dom Ribeiro,708.546.931-57,1963-08-06T04:59:21.214819,Sara Araújo,,Masculino,2025-05-22T22:24:24.851203
Leandro Rezende,803.149.627-78,1978-04-07T00:50:23.991515,Aylla Guerra,,Masculino,2025-05-12T22:51:07.228038
Vinícius Freitas,495.721.608-85,1991-05-21T01:05:57.576237,Maria Helena Gomes,,Masculino,2025-07-20T14:04:41.088637
Vinicius da Rosa,074.592.138-88,1977-02-28T02:51:38.355411,Allana Pastor,,Masculino,2023-12-30T21:34:58.158617
Gabrielly Cardoso,759.624.081-01,1946-11-29T13:00:50.451284,Ísis Rocha,,Feminino,2024-01-22T21:12:10.089745
Benício da Cruz,152.370.864-62,1963-05-02T18:28:48.699291,Ana Liz Silveira,,Masculino,2024-06-22T08:40:37.175087
Lorenzo Ramos,702.645.389-00,1959-09-08T11:11:24.158092,Marcela Guerra,,Masculino,2024-01-27T11:36:14.703172
Porto Souza S/A S.A.,,,,61.548.720/0001-80,,2023-09-14T12:12:27.363055
Luiz Henrique Ferreira,530.284.976-38,1955-02-24T11:46:35.629503,Ísis Teixeira,,Masculino,2025-08-02T05:53:26.771059
Milena da Rosa,294.850.167-94,2002-12-09T22:04:50.493579,Stella Pereira,,Feminino,2025-07-03T04:06:14.817763
Vitor Sá,217.049.358-14,1947-11-29T18:44:03.657196,Manuela Vieira,,Masculino,2023-11-28T00:39:16.340360
Camila Cirino,459.106.287-20,1947-04-26T21:59:40.537622,Melina Abreu,,Desconhecido,2024-10-02T03:48:48.620759
Juan Viana,492.856.710-20,2006-01-17T14:25:12.970856,Maria Sophia Teixeira,,Desconhecido,2023-11-20T18:24:58.296998
Joaquim Rodrigues,925.318.640-24,1962-03-05T13:07:35.057697,Eloah da Costa,,Masculino,2025-05-21T22:14:06.879121
Nathan Peixoto,314.298.507-79,1970-11-23T21:59:36.739746,Bruna Jesus,,Masculino,2023-11-29T07:03:00.259815
Lavínia Macedo,957.382.064-10,1952-02-08T11:51:32.183745,Luara da Rosa,,Desconhecido,2025-05-22T11:53:26.035964
Théo Moura,278.160.349-03,1965-06-08T18:01:06.773099,Caroline Melo,,Masculino,2024-09-10T10:20:41.494439
Henry Gabriel Fernandes,075.932.461-16,1986-06-24T14:09:39.349457,Luísa Campos,,Desconhecido,2023-12-14T00:41:26.560192
Bárbara Machado,729.514.608-30,1979-05-24T13:50:31.377132,Manuela Oliveira,,Feminino,2024-10-09T20:31:13.580287
Liam Aragão,819.735.402-23,2005-11-08T22:43:04.537058,Nina Abreu,,Desconhecido,2024-06-13T02:50:31.528553
Maria Isis Cirino,834.971.502-23,1980-06-07T03:12:45.563553,Ana Clara Pires,,Feminino,2023-12-03T19:42:45.527185
Lunna Siqueira,829.304.571-04,1985-06-02T05:57:52.490522,Juliana das Neves,,Desconhecido,2025-08-30T10:45:04.060468
Murilo Macedo,961.257.408-11,1957-01-23T10:20:00.574328,Alexia Rocha,,Desconhecido,2025-01-17T10:18:58.697296
Diego Sales,874.012.653-62,1979-03-11T15:52:31.772554,Sarah Moraes,,Masculino,2024-02-07T01:32:24.098406
Danilo Peixoto,276.943.018-13,1985-09-06T01:01:53.178907,Marina Rocha,,Desconhecido,2025-04-16T18:29:13.646334
Catarina Souza,714.089.625-94,1982-07-09T12:38:18.538591,Heloísa da Rosa,,Feminino,2024-01-01T10:06:12.741776
Caio Sampaio,134.207.689-31,1996-10-11T20:17:58.326802,Melina da Rosa,,Masculino,2025-05-02T04:25:54.293251
Kamilly Moreira,578.904.132-97,1969-11-08T13:02:29.979783,Lívia Moraes,,Feminino,2025-02-06T11:57:53.336284
Maya Nunes,817.920.436-78,2004-06-28T20:18:00.950001,Allana da Mata,,Feminino,2024-03-01T06:36:34.539395
Allana Cardoso,082.675.193-86,1974-12-17T09:49:47.266145,Milena Aragão,,Feminino,2025-06-14T20:01:07.703078
Ana Mendes,210.694.873-50,1997-07-04T19:06:25.926160,Mariana Peixoto,,Feminino,2025-05-30T04:45:25.580641
Jade Martins,468.730.215-71,1976-12-20T17:10:44.332810,Ágatha Gonçalves,,Desconhecido,2024-11-24T20:03:07.933197
Ana Vitória Almeida,452.896.701-49,1995-08-14T19:52:06.890965,Ana Vasconcelos,,Feminino,2025-01-17T22:20:45.371599
Marcelo Alves,529.430.617-43,1997-02-05T15:01:35.029173,Laura Marques,,Masculino,2025-04-03T04:23:44.052717
Josué Monteiro,623.049.715-80,2002-06-17T09:08:05.779573,Sophia Novais,,Desconhecido,2024-03-24T22:31:27.487392
Larissa Costela,938.742.650-56,1947-10-11T00:38:25.769215,Nina Castro,,Feminino,2025-03-20T01:20:36.380739
Clarice Correia,380.546.197-66,1984-05-25T17:36:26.278940,Heloísa Gonçalves,,Feminino,2025-05-15T05:12:03.196037
Gabrielly Vieira,759.812.430-23,2005-03-06T20:23:45.804568,Nicole Casa Grande,,Feminino,2024-03-09T11:32:53.089689
Manuela Moura,802.964.153-24,1963-06-04T22:08:26.870242,Maysa Cavalcante,,Desconhecido,2024-09-30T10:34:26.716580
Brayan Novais,269.087.153-02,1953-04-06T17:23:50.465172,Emilly Rezende,,Masculino,2025-05-08T00:36:27.757847
Rebeca Araújo,430.967.851-39,1966-01-11T09:31:22.074889,Isadora Aparecida,,Feminino,2025-01-16T03:58:07.149861
Maria Júlia Nunes,097.256.183-86,1947-05-03T15:43:53.268910,Emanuelly Aragão,,Feminino,2025-01-08T02:52:09.836212
Bryan Martins,617.435.820-80,1947-12-29T20:07:33.679540,Rafaela Vasconcelos,,Masculino,2025-08-14T21:30:37.504718
Marcos Vinicius Abreu,784.236.591-19,1972-10-24T17:54:39.788071,Raquel Cunha,,Masculino,2024-12-18T07:26:04.105391
Henry Gabriel Sá,417.605.392-52,1974-08-12T03:11:43.530212,Ana Sophia Moreira,,Masculino,2024-06-18T12:57:09.564467
Luiz Gustavo Andrade,369.540.782-47,1993-02-06T19:30:37.206216,Raquel Leão,,Masculino,2024-09-01T17:18:42.224443
Emanuelly Teixeira,569.783.401-20,2005-01-09T08:05:31.954838,Pietra Borges,,Feminino,2024-05-09T12:37:50.668186
Ana Clara Moura,250.183.674-07,1961-02-04T10:37:15.628805,Olívia Castro,,Feminino,2025-03-14T15:21:43.254720
Mirella Rios,735.428.960-47,1975-09-02T17:30:25.421949,Kamilly Monteiro,,Feminino,2025-02-14T18:19:38.195599
Leandro Nunes,254.087.391-04,1963-09-21T17:36:07.822593,Emanuelly Cassiano,,Masculino,2025-10-21T21:17:53.897382
Isabelly Barros,971.624.085-67,1968-09-15T08:27:53.768861,Ana Vitória Pimenta,,Feminino,2024-11-01T23:20:53.098206
Arthur Miguel Sousa,896.275.304-92,1998-08-09T15:57:34.300487,Ana Júlia Aragão,,Desconhecido,2023-12-12T11:50:35.238600
Maria Helena Viana,736.409.281-13,1999-03-19T06:52:03.735194,Ana Clara Santos,,Feminino,2025-05-15T07:31:07.444055
Enzo Gabriel Rocha,672.518.930-02,1994-09-23T17:57:45.286325,Melina Garcia,,Masculino,2024-08-10T00:29:47.723944
Vinicius das Neves,204.513.786-44,1965-06-19T10:01:49.358873,Maria Helena Nascimento,,Masculino,2025-06-06T21:25:54.289843
